year,name_last,name_first,team,position,salary,years,total_value,avg_annual
2024,Bogaerts,Xander,Padres,2B,25454545,11 (2023-33),280000000,25454545
2024,Swanson,Dansby,Cubs,SS,26000000,7 (2023-29),177000000,25285714
2024,Semien,Marcus,Rangers,2B,26000000,7(2022-28),175000000,25000000
2024,Betts,Mookie,Dodgers,SS,26158692,12 (2021-32),365000000,30416666.6667
2024,Devers,Rafael,Red Sox,3B,27066581,10 (2024-33),313500000,31350000
2024,Turner,Trea,Phillies,SS,27272727,11 (2023-33),300000000,27272727
2024,Bellinger,Cody,Cubs,OF,27500000,3 (2024-26),80000000,26666667
2024,Harper,Bryce,Phillies,1B,27538462,13 (2019-31),330000000,25384615.3846
2024,Rodon,Carlos,Yankees,LHP,27833333,6 (2023-28),162000000,27000000
2024,Bryant,Kris,Rockies,1B,28000000,7 (2022-28),182000000,26000000
2024,Altuve,Jose,Astros,2B,29000000,7 (2018-24),163500000,23357142.8571
2024,Bregman,Alex,Astros,3B,30500000,5 (2020-24),100000000,20000000
2024,Soto,Juan,Yankees,OF,31000000,,,
2024,Snell,Blake,Giants,LHP,32000000,2 (2024-25),62000000,31000000
2024,Stanton,Giancarlo,Yankees,DH,32000000,13 (2015-27),325000000,25000000
2024,Lindor,Francisco,Mets,SS,32477639,10 (2022-31),341000000,34100000
2024,Arenado,Nolan,Cardinals,3B,32675167,8 (2019-26),260000000,32500000
2024,Strasburg,Stephen,Nationals,RHP,32811200,7 (2020-26),245000000,35000000
2024,Correa,Carlos,Twins,SS,33333333,6 (2023-28),200000000,33333333
2024,Corbin,Patrick,Nationals,LHP,34556200,6 (2019-24),140000000,23333333.3333
2024,Seager,Corey,Rangers,SS,35000000,10 (2022-31),325000000,32500000
2024,Cole,Gerrit,Yankees,RHP,36000000,9 (2020-28),324000000,36000000
2024,Trout,Mike,Angels,OF,37116667,12 (2019-30),426500000,35541666.6667
2024,Rendon,Anthony,Angels,3B,38571429,7 (2020-26),245000000,35000000
2024,deGrom,Jacob,Rangers,RHP,40000000,5 (2023-27),185000000,37000000
2024,Judge,Aaron,Yankees,OF,40000000,9 (2023-31),360000000,40000000
2024,Verlander,Justin,Astros,RHP,43333333,2 (2023-24),86666666,43333333
2024,Scherzer,Max,Rangers,RHP,43333334,3 (2022-24),130000000,43333333.3333
2024,Ohtani,Shohei,Dodgers,DH/RHP,70000000,10 (2024-33),700000000,70000000
