year,name_last,name_first,team,position,salary,years,total_value,avg_annual
2023,Strasburg,Stephen*,Washington,RHP,32500286,7 (2020-26),245000000.0,35000000.0
2023,Corbin,Patrick,Washington,LHP,24416667,6 (2019-24),140000000.0,23333333.3333
2023,Williams,Trevor,Washington,RHP,6000000,2 (2023-24),13000000.0,6500000.0
2023,Candelario,Jeimer,Washington,3B,5000000,,,
2023,Finnegan,Kyle,Washington,RHP,2325000,,,
2023,Robles,Victor,Washington,OF,2325000,,,
2023,Dickerson,Corey,Washington,OF,2250000,,,
2023,Edwards,Carl,Washington,RHP,2250000,,,
2023,Thomas,Lane,Washington,OF,2200000,,,
2023,Kuhl,Chad,Washington,RHP,2000000,,,
2023,Smith,Dominic,Washington,1B,2000000,,,
2023,Rainey,Tanner*,Washington,RHP,1500000,,,
2023,Ruiz,Keibert,Washington,C,1375000,,,
2023,Chavis,Michael,Washington,1B,1000000,,,
2023,Ramirez,Erasmo,Washington,RHP,1000000,,,
2023,Vargas,Ildemaro,Washington,SS,975000,,,
2023,Arano,Victor*,Washington,RHP,925000,,,
2023,Harvey,Hunter,Washington,RHP,870000,,,
2023,Banda,Anthony,Washington,LHP,850000,,,
2023,Garcia,Luis,Washington,SS,738600,,,
2023,Kieboom,Carter*,Washington,3B,733400,,,
2023,Gray,Josiah,Washington,RHP,730000,,,
2023,Adams,Riley,Washington,C,728800,,,
2023,Thompson,Mason,Washington,RHP,724400,,,
2023,Abrams Jr.,CJ,Washington,SS,724200,,,
2023,Gore,MacKenzie,Washington,LHP,723300,,,
2023,Meneses,Joey,Washington,1B,723300,,,
2023,Call,Alex,Washington,OF,721800,,,
2023,Cavalli,Cade*,Washington,RHP,720200,,,
2023,Pineda,Israel*,Washington,C,720200,,,
2023,Harris,Hobie,Washington,RHP,720000,,,
2023,Ward,Thaddeus,Washington,RHP,720000,,,
